intent,pertanyaan,jawaban,pertanyaan_clean
sambungan_baru,cara progres permohonan sambungan baru lewat PLN Mobile?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",cara progres permohonan sambungan baru lewat pln mobile
sambungan_baru,mohon info pasang listrik baru di menu Permohonan di kantor PLN?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",mohon info pasang listrik baru di menu permohonan di kantor pln
sambungan_baru,"Tolong, gimana sambung baru di di rumah bagaimana?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong bagaimana sambung baru di di rumah bagaimana
sambungan_baru,"Admin, prosedur pasang meteran baru secara online di di rumah bagaimana?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin prosedur pasang meteran baru secara online di di rumah bagaimana
sambungan_baru,"Admin, gimana pasang meteran baru di menu Permohonan di kantor PLN?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin bagaimana pasang meteran baru di menu permohonan di kantor pln
sambungan_baru,"Tolong, di mana melihat status permohonan pasang listrik baru?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong di mana melihat status permohonan pasang listrik baru
sambungan_baru,"Admin, gimana buat permohonan pasang meteran baru untuk kontrakan?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin bagaimana buat permohonan pasang meteran baru untuk kontrakan
sambungan_baru,"Halo, kapan jadwal survei untuk sambung baru untuk rumah tangga?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",halo kapan jadwal survei untuk sambung baru untuk rumah tangga
sambungan_baru,"Tolong, langkah apply sambung baru via website PLN untuk daya 1300 VA?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong langkah apply sambung baru via website pln untuk daya 1300 va
sambungan_baru,bagaimana mendaftar pasang meteran baru ?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",bagaimana mendaftar pasang meteran baru
sambungan_baru,"Halo, di mana melihat status permohonan pasang meteran baru?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",halo di mana melihat status permohonan pasang meteran baru
sambungan_baru,"Permisi, di mana melihat tahap permohonan pasang meteran baru?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi di mana melihat tahap permohonan pasang meteran baru
sambungan_baru,alur apply pasang meteran baru untuk kontrakan untuk daya 4400 VA?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",alur apply pasang meteran baru untuk kontrakan untuk daya 4400 va
sambungan_baru,"Permisi, jadwal survei proses sambung baru ?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi jadwal survei proses sambung baru
sambungan_baru,"Permisi, kapan jadwal survei untuk sambungan baru di PLN Mobile?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi kapan jadwal survei untuk sambungan baru di pln mobile
sambungan_baru,dokumen untuk sambungan baru untuk ruko apa saja?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",dokumen untuk sambungan baru untuk ruko apa saja
sambungan_baru,"Tolong, tahap permohonan sambung baru bagaimana caranya?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong tahap permohonan sambung baru bagaimana caranya
sambungan_baru,"Admin, kapan jadwal survei untuk sambungan baru untuk kontrakan?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin kapan jadwal survei untuk sambungan baru untuk kontrakan
sambungan_baru,"Tolong, prosedur sambungan baru di menu Pasang Baru untuk kontrakan?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong prosedur sambungan baru di menu pasang baru untuk kontrakan
sambungan_baru,"Tolong, cara cek status pasang meteran baru lewat PLN Mobile?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong cara cek status pasang meteran baru lewat pln mobile
sambungan_baru,"Halo, alur mengajukan sambung baru untuk rumah tangga untuk daya 3500 VA?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",halo alur mengajukan sambung baru untuk rumah tangga untuk daya 3500 va
sambungan_baru,"Admin, cara cek status pasang listrik baru lewat call center 123?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin cara cek status pasang listrik baru lewat call center 123
sambungan_baru,apa data yang diperlukan pasang meteran baru untuk ruko lewat kantor PLN?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",apa data yang diperlukan pasang meteran baru untuk ruko lewat kantor pln
sambungan_baru,"Permisi, biaya sambungan baru untuk ruko berapa?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi biaya sambungan baru untuk ruko berapa
sambungan_baru,"Halo, status permohonan sambung baru bagaimana caranya?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",halo status permohonan sambung baru bagaimana caranya
sambungan_baru,"Tolong, apakah ada tarif tambahan untuk pasang meteran baru di PLN Mobile?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong apakah ada tarif tambahan untuk pasang meteran baru di pln mobile
sambungan_baru,"Tolong, prosedur mendaftar pemasangan baru untuk kontrakan untuk daya 4400 VA?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong prosedur mendaftar pemasangan baru untuk kontrakan untuk daya 4400 va
sambungan_baru,kapan dipasang proses pasang listrik baru via website PLN?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",kapan dipasang proses pasang listrik baru via website pln
sambungan_baru,"Permisi, tahap permohonan pasang listrik baru bagaimana caranya?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi tahap permohonan pasang listrik baru bagaimana caranya
sambungan_baru,"Admin, langkah permohonan pasang meteran baru secara online untuk daya 450 VA?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin langkah permohonan pasang meteran baru secara online untuk daya 450 va
sambungan_baru,"Halo, alur sambungan baru untuk rumah tangga lewat PLN Mobile?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",halo alur sambungan baru untuk rumah tangga lewat pln mobile
sambungan_baru,"Permisi, cara status permohonan pasang listrik baru lewat call center 123?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi cara status permohonan pasang listrik baru lewat call center 123
sambungan_baru,"Tolong, cek status sambungan baru bagaimana caranya?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong cek status sambungan baru bagaimana caranya
sambungan_baru,"Admin, langkah pasang listrik baru secara online lewat call center 123?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin langkah pasang listrik baru secara online lewat call center 123
sambungan_baru,"Halo, cara progres permohonan sambungan baru lewat call center 123?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",halo cara progres permohonan sambungan baru lewat call center 123
sambungan_baru,"Permisi, data yang diperlukan pasang meteran baru apa saja?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi data yang diperlukan pasang meteran baru apa saja
sambungan_baru,"Tolong, kapan jadwal survei untuk pemasangan baru untuk kontrakan?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong kapan jadwal survei untuk pemasangan baru untuk kontrakan
sambungan_baru,"Halo, harga pemasangan baru untuk ruko berapa?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",halo harga pemasangan baru untuk ruko berapa
sambungan_baru,"Halo, alur pemasangan baru untuk rumah tangga lewat call center 123?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",halo alur pemasangan baru untuk rumah tangga lewat call center 123
sambungan_baru,"Tolong, syarat pasang listrik baru apa saja?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tolong syarat pasang listrik baru apa saja
sambungan_baru,cara status permohonan pasang meteran baru lewat kantor PLN?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",cara status permohonan pasang meteran baru lewat kantor pln
sambungan_baru,"Permisi, apa data yang diperlukan sambung baru via website PLN lewat call center 123?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi apa data yang diperlukan sambung baru via website pln lewat call center 123
sambungan_baru,"Permisi, bagaimana sambungan baru di menu Sambungan Baru untuk rumah tangga?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi bagaimana sambungan baru di menu sambungan baru untuk rumah tangga
sambungan_baru,"Permisi, di mana melihat progres permohonan sambungan baru?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",permisi di mana melihat progres permohonan sambungan baru
