intent,pertanyaan,jawaban,pertanyaan_clean
sambungan_baru,biaya pasang pasang meteran baru untuk daya 5500 VA berapa?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",biaya pasang pasang meteran baru untuk daya va berapa
sambungan_baru,berapa lama proses pasang meteran baru untuk rumah tangga?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",berapa lama proses pasang meteran baru untuk rumah tangga
sambungan_baru,langkah mendaftar pasang meteran baru di kantor PLN untuk daya 6600 VA?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",langkah mendaftar pasang meteran baru di kantor pln untuk daya va
sambungan_baru,butuh NIK untuk pemasangan baru tidak?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",butuh nik untuk pemasangan baru tidak
sambungan_baru,"Admin, info sambung baru secara online di di apartemen bagaimana?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin info sambung baru secara online di di apartemen bagaimana
sambungan_baru,kapan jadwal survei untuk sambungan baru untuk ruko?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",kapan jadwal survei untuk sambungan baru untuk ruko
sambungan_baru,"Admin, di mana melihat tahap permohonan pasang listrik baru?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin di mana melihat tahap permohonan pasang listrik baru
sambungan_baru,alur apply pasang meteran baru untuk ruko?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",alur apply pasang meteran baru untuk ruko
sambungan_baru,mohon info pasang listrik baru di menu Sambungan Baru untuk ruko?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",mohon info pasang listrik baru di menu sambungan baru untuk ruko
sambungan_baru,"Admin, persyaratan sambungan baru apa saja?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin persyaratan sambungan baru apa saja
sambungan_baru,jadwal pemasangan proses pemasangan baru ?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",jadwal pemasangan proses pemasangan baru
sambungan_baru,alur sambungan baru untuk kontrakan di di apartemen bagaimana?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",alur sambungan baru untuk kontrakan di di apartemen bagaimana
sambungan_baru,"Admin, prosedur pasang meteran baru di menu Permohonan ?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin prosedur pasang meteran baru di menu permohonan
sambungan_baru,apakah ada biaya pasang tambahan untuk pemasangan baru untuk rumah tangga?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",apakah ada biaya pasang tambahan untuk pemasangan baru untuk rumah tangga
sambungan_baru,apa cara ajukan pasang listrik baru untuk ruko untuk daya 450 VA?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",apa cara ajukan pasang listrik baru untuk ruko untuk daya va
sambungan_baru,kapan jadwal survei untuk pasang listrik baru untuk kontrakan?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",kapan jadwal survei untuk pasang listrik baru untuk kontrakan
sambungan_baru,prosedur permohonan sambungan baru untuk kontrakan untuk daya 900 VA?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",prosedur permohonan sambungan baru untuk kontrakan untuk daya va
sambungan_baru,tarif pasang listrik baru untuk daya 900 VA berapa?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",tarif pasang listrik baru untuk daya va berapa
sambungan_baru,berkas sambungan baru apa saja?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",berkas sambungan baru apa saja
sambungan_baru,prosedur buat permohonan pemasangan baru lewat call center 123 di PLN Mobile?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",prosedur buat permohonan pemasangan baru lewat call center di pln mobile
sambungan_baru,bagaimana pasang listrik baru di di apartemen bagaimana?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",bagaimana pasang listrik baru di di apartemen bagaimana
sambungan_baru,progres permohonan sambung baru bagaimana caranya?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",progres permohonan sambung baru bagaimana caranya
sambungan_baru,"Admin, progres permohonan pemasangan baru bagaimana caranya?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin progres permohonan pemasangan baru bagaimana caranya
sambungan_baru,info sambungan baru untuk kontrakan di di desa bagaimana?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",info sambungan baru untuk kontrakan di di desa bagaimana
sambungan_baru,butuh Sertifikat Laik Operasi untuk sambungan baru tidak?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",butuh sertifikat laik operasi untuk sambungan baru tidak
sambungan_baru,di mana melihat cek status pemasangan baru?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",di mana melihat cek status pemasangan baru
sambungan_baru,"Admin, kapan jadwal survei untuk pasang meteran baru untuk rumah tangga?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin kapan jadwal survei untuk pasang meteran baru untuk rumah tangga
sambungan_baru,kapan jadwal survei untuk pemasangan baru untuk ruko?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",kapan jadwal survei untuk pemasangan baru untuk ruko
sambungan_baru,di mana melihat progres permohonan pasang listrik baru?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",di mana melihat progres permohonan pasang listrik baru
sambungan_baru,prosedur sambungan baru di menu Sambungan Baru untuk kontrakan?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",prosedur sambungan baru di menu sambungan baru untuk kontrakan
sambungan_baru,persyaratan pemasangan baru apa saja?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",persyaratan pemasangan baru apa saja
sambungan_baru,"Admin, cara tahap permohonan pemasangan baru lewat call center 123?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin cara tahap permohonan pemasangan baru lewat call center
sambungan_baru,apakah ada biaya tambahan untuk pasang listrik baru untuk rumah tangga?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",apakah ada biaya tambahan untuk pasang listrik baru untuk rumah tangga
sambungan_baru,jadwal pemasangan proses pasang listrik baru untuk kontrakan?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",jadwal pemasangan proses pasang listrik baru untuk kontrakan
sambungan_baru,mohon info ajukan sambung baru untuk ruko?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",mohon info ajukan sambung baru untuk ruko
sambungan_baru,"Admin, dokumen untuk pasang meteran baru via website PLN apa saja?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin dokumen untuk pasang meteran baru via website pln apa saja
sambungan_baru,info buat permohonan pasang listrik baru lewat website PLN ?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",info buat permohonan pasang listrik baru lewat website pln
sambungan_baru,"Admin, syarat pasang meteran baru apa saja?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin syarat pasang meteran baru apa saja
sambungan_baru,bagaimana pasang meteran baru di menu Permohonan untuk kontrakan?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",bagaimana pasang meteran baru di menu permohonan untuk kontrakan
sambungan_baru,butuh NIK untuk sambung baru tidak?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",butuh nik untuk sambung baru tidak
sambungan_baru,"Admin, biaya pasang meteran baru untuk daya 4400 VA berapa?","Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",admin biaya pasang meteran baru untuk daya va berapa
sambungan_baru,apa data yang diperlukan sambungan baru melalui aplikasi lewat PLN Mobile?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",apa data yang diperlukan sambungan baru melalui aplikasi lewat pln mobile
sambungan_baru,cara progres permohonan pemasangan baru lewat kantor PLN?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",cara progres permohonan pemasangan baru lewat kantor pln
sambungan_baru,bagaimana apply sambungan baru ?,"Permohonan sambungan baru dapat diajukan melalui PLN Mobile (menu Permohonan/Sambungan Baru) dengan menyiapkan data identitas dan alamat lengkap. Biaya, jadwal survei, dan status permohonan akan ditampilkan di aplikasi.",bagaimana apply sambungan baru
